訂單編號,訂單日期,出貨日期,配送方式,客戶編號,城市,國家,產品名稱,產品類別,銷售數量,銷售金額,商品利潤
P09066,2021-08-12,2021-08-14,航運,C0005,Berlin,Germany,桌子,傢俱,1,99,30
P09067,2021-08-12,2021-08-16,航運,C0007,Birmingham,United Kingdom,桌子,傢俱,2,70,28
P09068,2021-08-12,2021-08-17,航運,C0004,London,United Kingdom,護貝機,辦公品,2,289,38
P09069,2021-08-12,2021-08-16,航運,C0008,Berlin,Germany,桌子,傢俱,5,101,27
P09070,2021-08-12,2021-08-16,快捷,C0007,Lisbon,Portugal,吸塵器,家電,3,578,278
P09071,2021-08-12,2021-08-16,航運,C0005,Berlin,Germany,桌子,傢俱,3,570,-160
P09072,2021-08-12,2021-08-16,快捷,C0004,London,United Kingdom,櫃子,傢俱,3,16,6
P09073,2021-08-12,2021-08-18,航運,C0003,Amsterdam,Netherlands,延長線,辦公品,1,40,-28
P09074,2021-08-12,2021-08-16,快捷,C0010,Munich,Germany,沙發,傢俱,4,450,13
P09075,2021-08-13,2021-08-18,空運,C0004,Birmingham,United Kingdom,延長線,辦公品,5,1218,268
P09076,2021-08-13,2021-08-18,航運,C0001,Hamburg,Germany,打卡機,辦公品,7,84,38
P09077,2021-08-13,2021-08-18,快捷,C0008,Lisbon,Portugal,吸塵器,家電,3,40,9
P09078,2021-08-13,2021-08-18,快捷,C0007,Paris,France,麥片,食品,7,345,72
P09079,2021-08-13,2021-08-18,航運,C0001,Hamburg,Germany,護貝機,辦公品,6,291,73
P09080,2021-08-13,2021-08-18,航運,C0003,Munich,Germany,投影機,家電,2,342,82
P09081,2021-08-13,2021-08-19,快捷,C0004,Birmingham,United Kingdom,冷氣機,家電,3,449,45
P09082,2021-08-13,2021-08-19,航運,C0002,Birmingham,United Kingdom,櫃子,傢俱,5,62,27
P09083,2021-08-13,2021-08-19,快捷,C0006,Bern,Switzerland,桌子,傢俱,3,139,51
P09084,2021-08-13,2021-08-19,空運,C0010,Vienna,Austria,櫃子,傢俱,3,808,250
P09085,2021-08-13,2021-08-16,快捷,C0003,Birmingham,United Kingdom,椅子,傢俱,12,154,43
P09086,2021-08-13,2021-08-16,空運,C0007,Hamburg,Germany,椅子,傢俱,3,76,24
P09087,2021-08-13,2021-08-18,快捷,C0003,Berlin,Germany,延長線,辦公品,3,561,-210
P09088,2021-08-13,2021-08-18,空運,C0008,Hamburg,Germany,護貝機,辦公品,4,103,-47
P09089,2021-08-13,2021-08-18,空運,C0003,London,United Kingdom,投影機,家電,9,790,-11
P09090,2021-08-13,2021-08-18,航運,C0002,Paris,France,櫃子,傢俱,9,725,123
P09091,2021-08-13,2021-08-18,航運,C0001,London,United Kingdom,沙發,傢俱,3,296,-67
P09092,2021-08-13,2021-08-18,航運,C0007,Berlin,Germany,投影機,家電,6,133,37
P09093,2021-08-13,2021-08-18,空運,C0009,London,United Kingdom,速食麵,食品,5,579,226
P09094,2021-08-13,2021-08-18,航運,C0003,Paris,France,護貝機,辦公品,5,189,59
P09095,2021-08-14,2021-08-19,空運,C0005,Liverpool,United Kingdom,沙發,傢俱,1,17,0
P09096,2021-08-14,2021-08-18,空運,C0007,Bern,Switzerland,櫃子,傢俱,8,53,5
P09097,2021-08-14,2021-08-18,航運,C0007,Paris,France,沙發,傢俱,3,136,38
P09098,2021-08-14,2021-08-18,空運,C0005,Birmingham,United Kingdom,沙發,傢俱,2,702,179
P09099,2021-08-14,2021-08-17,航運,C0001,London,United Kingdom,桌子,傢俱,6,125,49
P09100,2021-08-14,2021-08-17,航運,C0007,Liverpool,United Kingdom,延長線,辦公品,5,85,13
P09101,2021-08-14,2021-08-16,快捷,C0010,Amsterdam,Netherlands,櫃子,傢俱,3,35,4
P09102,2021-08-14,2021-08-18,航運,C0001,London,United Kingdom,護貝機,辦公品,1,7,1
P09103,2021-08-14,2021-08-18,空運,C0008,Hamburg,Germany,延長線,辦公品,4,23,7
P09104,2021-08-14,2021-08-18,空運,C0005,Paris,France,麥片,食品,4,61,16
P09105,2021-08-14,2021-08-19,航運,C0002,Bristol,United Kingdom,速食麵,食品,4,244,-202
P09106,2021-08-14,2021-08-16,空運,C0009,Berlin,Germany,護貝機,辦公品,4,27,13
P09107,2021-08-14,2021-08-18,航運,C0002,Birmingham,United Kingdom,冷氣機,家電,4,125,-44
P09108,2021-08-14,2021-08-18,空運,C0006,Vienna,Austria,櫃子,傢俱,5,189,23
P09109,2021-08-14,2021-08-18,航運,C0008,Munich,Germany,延長線,辦公品,3,164,0
P09110,2021-08-14,2021-08-18,空運,C0007,Paris,France,吸塵器,家電,1,22,4
P09111,2021-08-14,2021-08-18,航運,C0007,Birmingham,United Kingdom,延長線,辦公品,3,76,23
P09112,2021-08-14,2021-08-18,航運,C0001,Madrid,Spain,冷氣機,家電,6,1582,-886
P09113,2021-08-14,2021-08-18,快捷,C0007,Liverpool,United Kingdom,麥片,食品,4,346,-208
P09114,2021-08-14,2021-08-18,快捷,C0003,Madrid,Spain,護貝機,辦公品,10,69,-38
P09115,2021-08-15,2021-08-20,空運,C0007,Paris,France,沙發,傢俱,5,72,16
P09116,2021-08-15,2021-08-20,航運,C0006,Barcelona,Spain,速食麵,食品,4,147,-40
P09117,2021-08-15,2021-08-19,航運,C0007,Berlin,Germany,櫃子,傢俱,7,957,191
P09118,2021-08-15,2021-08-19,航運,C0001,Birmingham,United Kingdom,櫃子,傢俱,2,45,5
P09119,2021-08-15,2021-08-18,航運,C0004,Berlin,Germany,護貝機,辦公品,2,28,-1
P09120,2021-08-15,2021-08-18,空運,C0010,Madrid,Spain,麥片,食品,2,18,-8
P09121,2021-08-16,2021-08-21,快捷,C0005,Birmingham,United Kingdom,沙發,傢俱,3,58,2
P09122,2021-08-16,2021-08-21,航運,C0002,London,United Kingdom,櫃子,傢俱,7,48,-13
P09123,2021-08-16,2021-08-22,航運,C0007,Madrid,Spain,打卡機,辦公品,3,113,35
P09124,2021-08-16,2021-08-22,航運,C0007,Amsterdam,Netherlands,投影機,家電,3,1029,-220
P09125,2021-08-16,2021-08-22,空運,C0003,Berlin,Germany,櫃子,傢俱,5,209,92
P09126,2021-08-16,2021-08-22,空運,C0010,Bristol,United Kingdom,沙發,傢俱,4,117,34
P09127,2021-08-16,2021-08-22,快捷,C0001,Madrid,Spain,椅子,傢俱,4,1904,419
P09128,2021-08-16,2021-08-22,航運,C0004,London,United Kingdom,護貝機,辦公品,1,458,14
P09129,2021-08-16,2021-08-20,航運,C0008,Bristol,United Kingdom,沙發,傢俱,2,23,11
P09130,2021-08-16,2021-08-19,快捷,C0007,Liverpool,United Kingdom,投影機,家電,5,719,-144
P09131,2021-08-16,2021-08-19,航運,C0008,Berlin,Germany,冷氣機,家電,3,23,2
P09132,2021-08-16,2021-08-19,空運,C0001,Munich,Germany,護貝機,辦公品,5,39,-13
P09133,2021-08-16,2021-08-21,快捷,C0008,Berlin,Germany,櫃子,傢俱,4,106,-56
P09134,2021-08-16,2021-08-21,空運,C0007,Bern,Switzerland,投影機,家電,4,297,-144
P09135,2021-08-16,2021-08-21,航運,C0007,London,United Kingdom,吸塵器,家電,6,521,-200
P09136,2021-08-16,2021-08-21,空運,C0005,Vienna,Austria,桌子,傢俱,2,154,5
P09137,2021-08-16,2021-08-21,航運,C0002,Vienna,Austria,沙發,傢俱,8,696,-302
P09138,2021-08-18,2021-08-23,快捷,C0001,Paris,France,速食麵,食品,9,178,21
P09139,2021-08-18,2021-08-22,航運,C0007,Paris,France,沙發,傢俱,7,265,-58
P09140,2021-08-18,2021-08-20,航運,C0003,Liverpool,United Kingdom,桌子,傢俱,7,88,0
P09141,2021-08-18,2021-08-20,航運,C0008,Rome,Italy,沙發,傢俱,4,94,2
P09142,2021-08-18,2021-08-24,空運,C0003,Birmingham,United Kingdom,沙發,傢俱,1,155,34
P09143,2021-08-18,2021-08-23,航運,C0008,London,United Kingdom,沙發,傢俱,3,80,6
P09144,2021-08-18,2021-08-23,空運,C0001,Vienna,Austria,投影機,家電,3,428,111
P09145,2021-08-18,2021-08-23,空運,C0004,Bristol,United Kingdom,打卡機,辦公品,4,496,64
P09146,2021-08-18,2021-08-23,航運,C0001,Hamburg,Germany,櫃子,傢俱,3,187,30
P09147,2021-08-18,2021-08-23,航運,C0007,Barcelona,Spain,護貝機,辦公品,4,326,124
P09148,2021-08-18,2021-08-23,航運,C0005,Vienna,Austria,速食麵,食品,1,70,8
P09149,2021-08-18,2021-08-22,空運,C0004,Munich,Germany,桌子,傢俱,5,82,-57
P09150,2021-08-18,2021-08-22,空運,C0006,London,United Kingdom,椅子,傢俱,5,31,1
P09151,2021-08-18,2021-08-23,空運,C0005,London,United Kingdom,沙發,傢俱,4,268,48
P09152,2021-08-18,2021-08-25,航運,C0001,Birmingham,United Kingdom,沙發,傢俱,4,163,69
P09153,2021-08-18,2021-08-25,航運,C0007,Madrid,Spain,投影機,家電,3,201,65
P09154,2021-08-19,2021-08-22,航運,C0002,Vienna,Austria,桌子,傢俱,3,54,20
P09155,2021-08-19,2021-08-24,航運,C0008,Amsterdam,Netherlands,桌子,傢俱,5,59,28
P09156,2021-08-19,2021-08-24,快捷,C0002,Barcelona,Spain,護貝機,辦公品,1,47,17
P09157,2021-08-19,2021-08-23,航運,C0010,Brussels,Belgium,櫃子,傢俱,4,177,-28
P09158,2021-08-19,2021-08-23,航運,C0002,Vienna,Austria,櫃子,傢俱,3,264,23
P09159,2021-08-19,2021-08-23,航運,C0008,Berlin,Germany,護貝機,辦公品,3,18,-11
P09160,2021-08-19,2021-08-19,航運,C0007,Vienna,Austria,櫃子,傢俱,7,362,36
P09161,2021-08-19,2021-08-22,航運,C0007,Madrid,Spain,椅子,傢俱,4,201,38
P09162,2021-08-19,2021-08-23,快捷,C0005,Hamburg,Germany,投影機,家電,8,387,30
P09163,2021-08-19,2021-08-23,航運,C0008,Bristol,United Kingdom,投影機,家電,5,218,-24
P09164,2021-08-19,2021-08-23,航運,C0005,Madrid,Spain,桌子,傢俱,3,19,-2
P09165,2021-08-19,2021-08-23,空運,C0005,Lisbon,Portugal,護貝機,辦公品,1,48,10
P09166,2021-08-19,2021-08-23,航運,C0008,Berlin,Germany,沙發,傢俱,2,52,15
P09167,2021-08-19,2021-08-22,快捷,C0003,Hamburg,Germany,投影機,家電,3,86,34
P09168,2021-08-19,2021-08-22,空運,C0002,Bristol,United Kingdom,吸塵器,家電,2,487,107
P09169,2021-08-20,2021-08-23,航運,C0003,Madrid,Spain,麥片,食品,3,22,1
P09170,2021-08-20,2021-08-23,空運,C0010,Barcelona,Spain,護貝機,辦公品,6,130,-15
P09171,2021-08-20,2021-08-23,航運,C0006,London,United Kingdom,沙發,傢俱,6,111,4
P09172,2021-08-20,2021-08-23,快捷,C0006,Birmingham,United Kingdom,櫃子,傢俱,5,126,-88
P09173,2021-08-20,2021-08-23,航運,C0007,London,United Kingdom,護貝機,辦公品,5,87,-67
P09174,2021-08-20,2021-08-22,空運,C0003,Madrid,Spain,沙發,傢俱,2,31,-17
P09175,2021-08-20,2021-08-22,快捷,C0009,Liverpool,United Kingdom,打卡機,辦公品,5,41,-8
P09176,2021-08-20,2021-08-22,航運,C0007,Munich,Germany,速食麵,食品,3,19,-13
P09177,2021-08-20,2021-08-23,航運,C0005,Birmingham,United Kingdom,沙發,傢俱,2,340,34
P09178,2021-08-20,2021-08-23,航運,C0001,Madrid,Spain,護貝機,辦公品,3,145,71
P09179,2021-08-20,2021-08-23,航運,C0004,Bern,Switzerland,護貝機,辦公品,2,60,-39
P09180,2021-08-20,2021-08-26,航運,C0004,Amsterdam,Netherlands,櫃子,傢俱,2,11,-1
P09181,2021-08-20,2021-08-24,空運,C0004,Hamburg,Germany,桌子,傢俱,4,1272,-1094
P09182,2021-08-20,2021-08-24,快捷,C0007,London,United Kingdom,電腦椅,傢俱,6,3411,136
P09183,2021-08-20,2021-08-24,航運,C0007,London,United Kingdom,延長線,辦公品,5,156,5
P09184,2021-08-20,2021-08-24,航運,C0002,Berlin,Germany,速食麵,食品,7,146,-19
P09185,2021-08-20,2021-08-24,空運,C0007,Vienna,Austria,延長線,辦公品,4,153,4
P09186,2021-08-20,2021-08-24,空運,C0005,Lisbon,Portugal,護貝機,辦公品,2,38,-7
P09187,2021-08-20,2021-08-25,航運,C0003,Liverpool,United Kingdom,吸塵器,家電,3,32,12
P09188,2021-08-20,2021-08-25,航運,C0005,London,United Kingdom,沙發,傢俱,4,2545,1069
P09189,2021-08-20,2021-08-22,航運,C0005,Vienna,Austria,椅子,傢俱,6,311,112
P09190,2021-08-20,2021-08-26,空運,C0004,Vienna,Austria,護貝機,辦公品,2,41,-19
P09191,2021-08-20,2021-08-26,空運,C0007,Hamburg,Germany,沙發,傢俱,3,419,106
P09192,2021-08-21,2021-08-25,快捷,C0006,Birmingham,United Kingdom,速食麵,食品,3,58,11
P09193,2021-08-21,2021-08-25,空運,C0007,Paris,France,桌子,傢俱,5,736,8
P09194,2021-08-21,2021-08-28,空運,C0004,Bern,Switzerland,桌子,傢俱,8,129,-48
P09195,2021-08-21,2021-08-28,空運,C0007,Vienna,Austria,護貝機,辦公品,3,11,-3
P09196,2021-08-21,2021-08-28,航運,C0003,Lisbon,Portugal,冷氣機,家電,3,29,-5
P09197,2021-08-21,2021-08-28,空運,C0004,Lisbon,Portugal,椅子,傢俱,3,465,20
P09198,2021-08-21,2021-08-28,航運,C0006,Vienna,Austria,延長線,辦公品,5,486,129
P09199,2021-08-21,2021-08-21,航運,C0005,Liverpool,United Kingdom,護貝機,辦公品,2,48,20
P09200,2021-08-21,2021-08-23,空運,C0007,Amsterdam,Netherlands,麥片,食品,5,834,317
P09201,2021-08-21,2021-08-23,航運,C0003,Madrid,Spain,速食麵,食品,2,163,46
P09202,2021-08-21,2021-08-27,快捷,C0004,Rome,Italy,沙發,傢俱,2,54,18
P09203,2021-08-21,2021-08-27,快捷,C0010,Bern,Switzerland,速食麵,食品,3,39,12
P09204,2021-08-21,2021-08-27,快捷,C0005,Bern,Switzerland,沙發,傢俱,5,242,-22
P09205,2021-08-21,2021-08-26,快捷,C0001,Hamburg,Germany,麥片,食品,4,249,104
P09206,2021-08-22,2021-08-24,空運,C0004,Hamburg,Germany,延長線,辦公品,3,1236,532
P09207,2021-08-22,2021-08-24,航運,C0001,Hamburg,Germany,速食麵,食品,8,136,28
P09208,2021-08-22,2021-08-24,快捷,C0007,London,United Kingdom,沙發,傢俱,7,1013,172
P09209,2021-08-22,2021-08-26,航運,C0007,Birmingham,United Kingdom,延長線,辦公品,3,175,47
P09210,2021-08-22,2021-08-26,空運,C0005,Berlin,Germany,延長線,辦公品,2,89,33
P09211,2021-08-22,2021-08-27,航運,C0007,Madrid,Spain,椅子,傢俱,4,99,28
P09212,2021-08-22,2021-08-27,航運,C0005,Paris,France,椅子,傢俱,5,235,61
P09213,2021-08-22,2021-08-26,快捷,C0001,Rome,Italy,椅子,傢俱,2,128,49
P09214,2021-08-22,2021-08-26,空運,C0007,Bern,Switzerland,沙發,傢俱,3,57,11
P09215,2021-08-22,2021-08-26,航運,C0003,Lisbon,Portugal,沙發,傢俱,2,169,34
P09216,2021-08-22,2021-08-28,空運,C0001,Bern,Switzerland,投影機,家電,7,546,-105
P09217,2021-08-22,2021-08-28,航運,C0002,Hamburg,Germany,冷氣機,家電,9,43,4
P09218,2021-08-22,2021-08-28,航運,C0003,Rome,Italy,延長線,辦公品,2,477,45
P09219,2021-08-22,2021-08-28,快捷,C0002,Liverpool,United Kingdom,冷氣機,家電,3,322,-4
P09220,2021-08-22,2021-08-28,快捷,C0001,Bristol,United Kingdom,延長線,辦公品,11,198,-79
P09221,2021-08-22,2021-08-28,空運,C0002,Birmingham,United Kingdom,沙發,傢俱,4,117,-31
P09222,2021-08-22,2021-08-28,空運,C0004,Berlin,Germany,電腦椅,傢俱,3,122,16
P09223,2021-08-22,2021-08-24,空運,C0003,Munich,Germany,冷氣機,家電,5,57,11
P09224,2021-08-22,2021-08-24,航運,C0005,Paris,France,沙發,傢俱,4,554,199
P09225,2021-08-23,2021-08-29,航運,C0007,Madrid,Spain,桌子,傢俱,3,323,-25
P09226,2021-08-23,2021-08-28,航運,C0007,Bristol,United Kingdom,沙發,傢俱,7,861,60
P09227,2021-08-23,2021-08-28,快捷,C0008,Amsterdam,Netherlands,沙發,傢俱,2,227,38
P09228,2021-08-23,2021-08-28,快捷,C0002,Vienna,Austria,麥片,食品,3,76,2
P09229,2021-08-23,2021-08-28,快捷,C0007,Bristol,United Kingdom,冷氣機,家電,2,301,50
P09230,2021-08-23,2021-08-26,航運,C0002,Birmingham,United Kingdom,沙發,傢俱,2,616,265
P09231,2021-08-23,2021-08-27,空運,C0007,Berlin,Germany,打卡機,辦公品,1,24,-7
P09232,2021-08-23,2021-08-28,航運,C0006,London,United Kingdom,電腦椅,傢俱,4,61,7
P09233,2021-08-23,2021-08-28,空運,C0008,Paris,France,沙發,傢俱,4,32,-3
P09234,2021-08-24,2021-08-28,航運,C0006,Birmingham,United Kingdom,櫃子,傢俱,3,786,157
P09235,2021-08-25,2021-08-25,空運,C0002,Madrid,Spain,椅子,傢俱,2,63,17
P09236,2021-08-25,2021-08-25,快捷,C0007,Hamburg,Germany,桌子,傢俱,2,79,10
P09237,2021-08-25,2021-08-25,空運,C0005,Hamburg,Germany,護貝機,辦公品,4,458,-83
P09238,2021-08-25,2021-08-29,空運,C0006,Vienna,Austria,延長線,辦公品,1,26,1
P09239,2021-08-25,2021-08-29,空運,C0009,Berlin,Germany,電腦椅,傢俱,2,24,6
P09240,2021-08-25,2021-08-29,航運,C0007,Barcelona,Spain,速食麵,食品,9,241,3
P09241,2021-08-25,2021-08-29,快捷,C0003,London,United Kingdom,沙發,傢俱,1,44,-3
P09242,2021-08-25,2021-08-29,空運,C0001,Paris,France,延長線,辦公品,2,92,1
P09243,2021-08-25,2021-08-29,快捷,C0007,Paris,France,沙發,傢俱,3,982,87
P09244,2021-08-25,2021-08-29,航運,C0005,London,United Kingdom,椅子,傢俱,5,220,10
P09245,2021-08-25,2021-08-29,空運,C0007,Munich,Germany,速食麵,食品,8,602,214
P09246,2021-08-25,2021-08-29,空運,C0010,Berlin,Germany,護貝機,辦公品,3,335,4
P09247,2021-08-25,2021-08-30,快捷,C0002,Amsterdam,Netherlands,打卡機,辦公品,5,256,-17
P09248,2021-08-25,2021-08-30,空運,C0009,Munich,Germany,延長線,辦公品,1,99,-10
P09249,2021-08-25,2021-08-28,空運,C0008,Brussels,Belgium,桌子,傢俱,1,10,-8
P09250,2021-08-26,2021-08-27,航運,C0008,Paris,France,冷氣機,家電,1,7,0
P09251,2021-08-26,2021-08-27,航運,C0003,London,United Kingdom,速食麵,食品,7,3427,-453
P09252,2021-08-26,2021-08-28,航運,C0003,Birmingham,United Kingdom,沙發,傢俱,6,607,36
P09253,2021-08-26,2021-08-31,航運,C0007,Berlin,Germany,護貝機,辦公品,2,304,-4
P09254,2021-08-26,2021-08-31,快捷,C0003,Bristol,United Kingdom,沙發,傢俱,3,1007,-110
P09255,2021-08-26,2021-08-30,空運,C0002,Paris,France,投影機,家電,3,591,219
P09256,2021-08-26,2021-08-30,航運,C0003,Birmingham,United Kingdom,桌子,傢俱,3,255,41
P09257,2021-08-26,2021-08-28,快捷,C0007,Berlin,Germany,櫃子,傢俱,7,103,-2
P09258,2021-08-26,2021-08-28,快捷,C0006,London,United Kingdom,延長線,辦公品,7,35,-4
P09259,2021-08-26,2021-08-30,空運,C0005,Liverpool,United Kingdom,冷氣機,家電,3,346,50
P09260,2021-08-26,2021-08-30,快捷,C0006,Rome,Italy,延長線,辦公品,3,40,13
P09261,2021-08-26,2021-08-30,航運,C0010,Berlin,Germany,麥片,食品,2,33,12
P09262,2021-08-26,2021-08-31,空運,C0003,Liverpool,United Kingdom,沙發,傢俱,3,52,-1
P09263,2021-08-26,2021-08-31,快捷,C0001,Lisbon,Portugal,延長線,辦公品,3,75,9
P09264,2021-08-26,2021-08-31,航運,C0001,London,United Kingdom,延長線,辦公品,7,36,-3
P09265,2021-08-26,2021-08-31,空運,C0009,Paris,France,桌子,傢俱,2,69,-40
P09266,2021-08-26,2021-08-31,空運,C0007,Munich,Germany,延長線,辦公品,3,13,-7
P09267,2021-08-26,2021-08-31,航運,C0003,Munich,Germany,冷氣機,家電,4,297,-59
P09268,2021-08-26,2021-08-31,空運,C0006,London,United Kingdom,櫃子,傢俱,3,75,-27
P09269,2021-08-26,2021-08-26,空運,C0007,London,United Kingdom,沙發,傢俱,6,70,28
P09270,2021-08-26,2021-08-31,航運,C0006,London,United Kingdom,護貝機,辦公品,2,26,-2
P09271,2021-08-26,2021-08-31,空運,C0007,Munich,Germany,打卡機,辦公品,3,23,-1
P09272,2021-08-26,2021-08-31,航運,C0010,Madrid,Spain,冷氣機,家電,7,310,-50
P09273,2021-08-26,2021-08-29,航運,C0006,Vienna,Austria,延長線,辦公品,4,275,-158
P09274,2021-08-26,2021-08-28,空運,C0006,Lisbon,Portugal,冷氣機,家電,4,330,-126
P09275,2021-08-26,2021-08-28,航運,C0004,Bristol,United Kingdom,沙發,傢俱,2,210,-56
P09276,2021-08-26,2021-08-28,空運,C0005,Birmingham,United Kingdom,櫃子,傢俱,2,143,-64
P09277,2021-08-26,2021-08-28,航運,C0007,Vienna,Austria,沙發,傢俱,2,104,-12
P09278,2021-08-26,2021-08-28,快捷,C0009,Vienna,Austria,桌子,傢俱,6,1654,-689
P09279,2021-08-26,2021-08-28,航運,C0007,Bern,Switzerland,沙發,傢俱,2,61,-5
P09280,2021-08-26,2021-08-28,航運,C0002,Berlin,Germany,護貝機,辦公品,4,100,-52
P09281,2021-08-26,2021-08-31,空運,C0002,Barcelona,Spain,延長線,辦公品,8,411,12
P09282,2021-08-27,2021-08-31,空運,C0007,London,United Kingdom,投影機,家電,1,171,44
P09283,2021-08-27,2021-09-03,快捷,C0007,Birmingham,United Kingdom,沙發,傢俱,14,184,-160
P09284,2021-08-27,2021-08-31,航運,C0004,Lisbon,Portugal,椅子,傢俱,3,893,393
P09285,2021-08-27,2021-08-31,航運,C0005,Barcelona,Spain,電腦椅,傢俱,1,9,2
P09286,2021-08-27,2021-08-31,航運,C0005,Paris,France,護貝機,辦公品,7,290,-107
P09287,2021-08-27,2021-08-31,空運,C0005,Rome,Italy,沙發,傢俱,3,1000,30
P09288,2021-08-27,2021-09-01,空運,C0002,London,United Kingdom,延長線,辦公品,4,49,-27
P09289,2021-08-27,2021-09-01,空運,C0007,Hamburg,Germany,護貝機,辦公品,4,880,44
P09290,2021-08-27,2021-08-29,航運,C0007,London,United Kingdom,冷氣機,家電,6,255,120
P09291,2021-08-27,2021-08-31,空運,C0005,Berlin,Germany,電腦椅,傢俱,2,55,23
P09292,2021-08-27,2021-08-27,快捷,C0007,Madrid,Spain,速食麵,食品,2,31,-1
P09293,2021-08-27,2021-08-27,航運,C0001,London,United Kingdom,速食麵,食品,5,58,7
P09294,2021-08-27,2021-09-01,航運,C0001,Bern,Switzerland,櫃子,傢俱,3,455,86
P09295,2021-08-28,2021-09-02,快捷,C0009,London,United Kingdom,速食麵,食品,3,707,78
P09296,2021-08-28,2021-09-01,航運,C0006,Barcelona,Spain,椅子,傢俱,3,18,8
P09297,2021-08-28,2021-08-29,快捷,C0002,Barcelona,Spain,電腦椅,傢俱,2,24,9
P09298,2021-08-28,2021-08-29,快捷,C0003,Birmingham,United Kingdom,沙發,傢俱,6,2761,110
P09299,2021-08-28,2021-08-29,快捷,C0007,Liverpool,United Kingdom,延長線,辦公品,2,760,311
P09300,2021-08-28,2021-08-30,空運,C0006,Berlin,Germany,延長線,辦公品,2,48,17
P09301,2021-08-28,2021-08-30,航運,C0004,Hamburg,Germany,吸塵器,家電,1,13,4
P09302,2021-08-28,2021-08-30,空運,C0010,Madrid,Spain,電腦椅,傢俱,3,40,6
P09303,2021-08-28,2021-08-31,空運,C0003,Lisbon,Portugal,投影機,家電,3,1683,488
P09304,2021-08-28,2021-09-01,航運,C0010,Munich,Germany,椅子,傢俱,5,850,204
P09305,2021-08-28,2021-09-01,航運,C0002,Rome,Italy,櫃子,傢俱,2,28,-7
P09306,2021-08-28,2021-09-01,航運,C0010,Barcelona,Spain,沙發,傢俱,3,824,97
P09307,2021-08-28,2021-09-01,空運,C0009,Bern,Switzerland,櫃子,傢俱,1,5,2
P09308,2021-08-28,2021-09-01,航運,C0005,Bern,Switzerland,桌子,傢俱,5,41,0
P09309,2021-08-28,2021-09-01,快捷,C0004,London,United Kingdom,延長線,辦公品,3,410,102
P09310,2021-08-29,2021-09-03,航運,C0003,Bern,Switzerland,護貝機,辦公品,3,20,-10
P09311,2021-08-29,2021-09-03,空運,C0001,Brussels,Belgium,延長線,辦公品,5,1274,315
P09312,2021-08-29,2021-08-31,空運,C0004,Paris,France,延長線,辦公品,1,50,3
P09313,2021-08-29,2021-09-05,空運,C0005,Amsterdam,Netherlands,櫃子,傢俱,5,66,14
P09314,2021-08-29,2021-09-05,航運,C0002,Berlin,Germany,吸塵器,家電,2,85,13
P09315,2021-08-29,2021-09-04,空運,C0003,Berlin,Germany,沙發,傢俱,2,872,323
P09316,2021-08-29,2021-09-03,航運,C0003,London,United Kingdom,電腦椅,傢俱,2,136,14
P09317,2021-08-29,2021-09-03,空運,C0010,Vienna,Austria,護貝機,辦公品,7,986,108
P09318,2021-08-29,2021-09-03,快捷,C0007,Birmingham,United Kingdom,速食麵,食品,1,127,37
P09319,2021-08-30,2021-09-05,航運,C0004,London,United Kingdom,椅子,傢俱,7,1151,288
